iter	Logloss
0	0.6564491026
1	0.6220147863
2	0.5897328916
3	0.5595426914
4	0.5318488
5	0.5062394015
6	0.4821473719
7	0.4595093369
8	0.4380459908
9	0.4180828097
10	0.3997940601
11	0.3819220396
12	0.3661427511
13	0.351340901
14	0.3373279301
15	0.3246457673
16	0.3126602906
17	0.3015703433
18	0.2911728303
19	0.2811697931
20	0.2722347714
21	0.2635274859
22	0.2557738119
23	0.2480747893
24	0.2410224754
25	0.2344976713
26	0.2284270426
27	0.2224000222
28	0.2169686312
29	0.2119007829
30	0.2073272795
31	0.2029591296
32	0.1989248868
33	0.1949088114
34	0.1914205908
35	0.1877938333
36	0.1846618577
37	0.181609123
38	0.1788534124
39	0.1763444062
40	0.1740363815
41	0.1715768311
42	0.1694300542
43	0.1673504837
44	0.1654713294
45	0.1634174266
46	0.1613843722
47	0.1598841317
48	0.1582502698
49	0.1566633733
50	0.1552274378
51	0.1537562827
52	0.1523332431
53	0.1510749909
54	0.1500266843
55	0.1490319891
56	0.1478252945
57	0.1468129545
58	0.1459136068
59	0.1450074887
60	0.1439738962
61	0.1431509282
62	0.1422244826
63	0.1411120655
64	0.1402835504
65	0.1394441422
66	0.1387366606
67	0.1378472999
68	0.1371065809
69	0.1365773922
70	0.1358596032
71	0.1352571072
72	0.1346490395
73	0.1340733591
74	0.1335776682
75	0.1328470174
76	0.1322974937
77	0.1317229223
78	0.1313412526
79	0.1308548212
80	0.1303753562
81	0.1299432876
82	0.1295740066
83	0.1290742752
84	0.1287434204
85	0.1282480121
86	0.12788667
87	0.1274810494
88	0.1270841225
89	0.1267334915
90	0.1263400206
91	0.1259341829
92	0.1256269905
93	0.1252272923
94	0.1248895134
95	0.1245227457
96	0.1241860129
97	0.1239329346
98	0.1236248034
99	0.1233413768
100	0.1231067258
101	0.1228481245
102	0.1224800837
103	0.1221779239
104	0.1219294767
105	0.1217571998
106	0.1214476528
107	0.1213292418
108	0.1210783793
109	0.1207037135
110	0.1203783077
111	0.1199911831
112	0.1198036289
113	0.1195468947
114	0.1193505631
115	0.1191438241
116	0.1190042953
117	0.1186751521
118	0.1184848683
119	0.1181792852
120	0.1178596768
121	0.1176267717
122	0.1175115461
123	0.1173204904
124	0.1170792413
125	0.1168272913
126	0.116647252
127	0.1164132459
128	0.1161905902
129	0.1160300654
130	0.1158581831
131	0.1156466023
132	0.1154137325
133	0.1151253836
134	0.1149711225
135	0.1146359435
136	0.1145192028
137	0.11438309
138	0.1142910468
139	0.1140193186
140	0.1138549623
141	0.1136368287
142	0.1134354166
143	0.1132055024
144	0.1130371979
145	0.112893872
146	0.1126761253
147	0.1124917328
148	0.1122692643
149	0.112018058
150	0.1117882804
151	0.1116100304
152	0.1114936777
153	0.1114260936
154	0.1111586487
155	0.1110005018
156	0.1107501473
157	0.1104920335
158	0.1103244133
159	0.1101617863
160	0.1099824459
161	0.1098208692
162	0.1096107423
163	0.1093854363
164	0.1091322976
165	0.1089975566
166	0.1088535292
167	0.1087709105
168	0.1086339692
169	0.1085292985
170	0.1082963357
171	0.1081015979
172	0.1079942021
173	0.1077791141
174	0.1076687003
175	0.1074688076
176	0.107380274
177	0.1072815619
178	0.1071879521
179	0.1070737469
180	0.106838991
181	0.1067618486
182	0.1066563114
183	0.106448782
184	0.1063057404
185	0.1062332253
