iter	Passed	Remaining
150	1348	7580
151	1357	7570
152	1365	7561
153	1374	7552
154	1383	7544
155	1392	7536
156	1402	7530
157	1411	7520
158	1420	7511
159	1429	7502
160	1437	7491
161	1446	7483
162	1455	7475
163	1464	7465
164	1473	7455
165	1481	7444
166	1490	7435
167	1499	7426
168	1507	7414
169	1516	7406
170	1526	7397
171	1534	7388
172	1542	7375
173	1551	7365
174	1560	7357
175	1569	7349
176	1578	7341
177	1587	7331
178	1596	7320
179	1604	7310
180	1613	7301
181	1621	7289
182	1630	7278
183	1639	7268
184	1647	7259
185	1656	7249
186	1665	7240
187	1673	7229
188	1682	7218
189	1690	7207
190	1699	7199
191	1708	7188
192	1716	7178
193	1725	7167
194	1733	7157
195	1742	7147
196	1751	7137
197	1759	7128
198	1769	7120
199	1777	7110
200	1786	7101
201	1794	7091
202	1803	7080
203	1812	7071
204	1821	7063
205	1829	7053
206	1838	7042
207	1847	7032
208	1856	7025
209	1865	7016
210	1874	7009
211	1883	7002
212	1893	6996
213	1902	6988
214	1911	6979
215	1920	6970
216	1929	6962
217	1938	6953
218	1947	6946
219	1957	6940
220	1966	6932
221	1975	6922
222	1984	6913
223	1993	6904
224	2002	6896
225	2010	6885
226	2019	6877
227	2028	6868
228	2037	6858
229	2045	6848
230	2054	6839
231	2062	6829
232	2071	6819
233	2080	6810
234	2089	6800
235	2097	6790
236	2106	6780
237	2114	6770
238	2123	6761
239	2132	6751
240	2140	6741
241	2149	6732
242	2157	6721
243	2166	6713
244	2175	6703
245	2184	6694
246	2193	6685
247	2201	6676
248	2210	6666
249	2218	6656
250	2227	6647
251	2236	6637
252	2244	6627
253	2253	6618
254	2262	6609
255	2271	6601
256	2280	6591
257	2289	6584
258	2297	6574
259	2306	6565
260	2315	6556
261	2324	6547
262	2333	6537
263	2342	6530
264	2350	6520
265	2359	6511
266	2369	6504
267	2377	6495
268	2386	6486
269	2395	6476
270	2404	6467
271	2413	6458
272	2423	6452
273	2431	6443
274	2440	6434
275	2449	6424
276	2457	6415
277	2466	6406
278	2475	6397
279	2484	6388
280	2493	6379
281	2502	6370
282	2510	6360
283	2519	6352
284	2528	6344
285	2538	6336
286	2547	6327
287	2555	6318
288	2564	6309
289	2573	6301
290	2583	6294
291	2592	6285
292	2601	6276
293	2610	6267
294	2618	6258
295	2627	6249
296	2636	6241
297	2645	6232
298	2653	6221
299	2662	6213
300	2671	6204
301	2680	6195
302	2689	6185
303	2697	6176
304	2706	6168
305	2715	6159
306	2724	6149
307	2732	6139
308	2741	6130
309	2749	6120
310	2758	6111
311	2767	6102
312	2776	6093
313	2784	6084
314	2793	6074
315	2802	6065
316	2811	6057
317	2820	6048
318	2829	6040
319	2838	6031
320	2847	6023
321	2856	6013
322	2865	6005
323	2874	5997
324	2882	5987
325	2891	5978
326	2900	5970
327	2909	5961
328	2918	5952
329	2927	5943
330	2936	5934
331	2945	5925
332	2953	5916
333	2962	5907
334	2971	5898
335	2980	5889
336	2989	5880
337	2998	5872
338	3007	5864
339	3016	5855
340	3025	5846
341	3034	5837
342	3042	5828
343	3051	5818
344	3060	5810
345	3069	5800
346	3077	5791
347	3086	5782
348	3095	5773
349	3103	5764
350	3112	5755
351	3121	5746
352	3130	5737
353	3139	5729
354	3148	5720
355	3157	5711
356	3166	5702
357	3175	5694
358	3184	5685
359	3193	5676
360	3201	5666
361	3210	5658
362	3219	5648
363	3227	5639
364	3236	5630
365	3245	5621
366	3253	5612
367	3262	5602
368	3270	5593
369	3279	5584
370	3288	5575
371	3296	5565
372	3305	5557
373	3314	5548
374	3323	5539
375	3332	5530
376	3341	5521
377	3350	5512
378	3359	5504
379	3367	5495
380	3376	5486
381	3385	5477
382	3394	5468
383	3403	5460
384	3412	5451
385	3420	5441
386	3429	5432
387	3438	5424
388	3448	5416
389	3457	5407
390	3467	5400
391	3475	5391
392	3485	5382
393	3493	5373
394	3502	5364
395	3511	5355
396	3520	5346
397	3528	5337
398	3537	5328
399	3546	5319
400	3555	5310
401	3563	5301
402	3573	5293
403	3582	5284
404	3590	5275
405	3599	5266
406	3608	5257
407	3617	5248
408	3626	5239
409	3635	5231
410	3643	5221
411	3652	5213
412	3661	5203
413	3670	5194
414	3679	5186
415	3688	5177
416	3697	5168
417	3705	5159
418	3714	5150
419	3723	5141
420	3732	5133
421	3742	5125
422	3751	5116
423	3760	5108
424	3768	5098
425	3777	5090
426	3786	5081
427	3795	5072
428	3804	5063
429	3813	5054
430	3821	5045
431	3830	5036
432	3838	5027
433	3847	5018
434	3856	5008
435	3865	4999
436	3873	4990
437	3882	4981
438	3890	4971
439	3899	4963
440	3908	4954
441	3917	4945
442	3925	4935
443	3934	4926
444	3942	4917
445	3952	4909
446	3960	4900
447	3969	4890
448	3978	4882
449	3986	4872
450	3995	4864
451	4004	4855
452	4013	4846
453	4022	4837
454	4031	4829
455	4040	4820
456	4049	4811
457	4059	4803
458	4069	4796
459	4078	4788
460	4088	4780
461	4097	4771
462	4106	4762
463	4115	4753
464	4123	4744
465	4132	4735
466	4141	4726
467	4149	4717
468	4158	4708
469	4167	4699
470	4176	4690
471	4185	4681
472	4193	4672
473	4202	4663
474	4210	4654
475	4219	4644
476	4227	4635
477	4236	4626
478	4245	4617
479	4254	4609
480	4263	4600
481	4272	4591
482	4280	4582
483	4289	4573
484	4298	4564
485	4307	4555
486	4315	4546
487	4324	4536
488	4334	4528
489	4344	4521
490	4353	4513
491	4363	4505
492	4372	4496
493	4381	4487
494	4390	4479
495	4399	4470
496	4408	4461
497	4417	4453
498	4426	4444
499	4435	4435
500	4444	4426
501	4452	4417
502	4461	4408
503	4470	4399
504	4479	4390
505	4488	4382
506	4497	4373
507	4506	4364
508	4515	4355
509	4523	4346
510	4532	4337
511	4541	4328
512	4550	4319
513	4559	4310
514	4567	4301
515	4576	4292
516	4584	4283
517	4593	4274
518	4602	4265
519	4611	4256
520	4620	4247
521	4629	4239
522	4637	4229
523	4646	4221
524	4656	4212
525	4665	4204
526	4674	4195
527	4683	4186
528	4691	4177
529	4700	4168
530	4709	4159
531	4717	4150
532	4726	4141
533	4735	4132
534	4744	4123
535	4753	4114
536	4761	4105
537	4770	4096
538	4779	4087
539	4788	4078
540	4796	4069
541	4805	4060
542	4814	4051
543	4823	4042
544	4831	4033
545	4839	4024
546	4848	4015
547	4857	4006
548	4866	3997
549	4875	3988
550	4884	3980
551	4892	3970
552	4901	3961
553	4909	3952
554	4918	3943
555	4928	3935
556	4937	3926
557	4947	3918
558	4966	3918
559	4976	3909
560	4985	3901
561	4994	3892
562	5003	3883
563	5011	3874
564	5021	3865
565	5030	3857
566	5039	3848
567	5048	3839
568	5058	3831
569	5066	3822
570	5075	3813
571	5084	3804
572	5093	3795
573	5102	3787
574	5111	3778
575	5120	3769
576	5129	3760
577	5138	3751
578	5146	3742
579	5155	3733
580	5163	3723
581	5172	3714
582	5181	3705
583	5190	3697
584	5198	3687
585	5207	3679
586	5216	3670
587	5224	3660
588	5233	3652
589	5242	3643
590	5251	3634
591	5260	3625
592	5269	3616
593	5278	3607
594	5286	3598
595	5295	3589
596	5304	3580
597	5313	3571
598	5322	3563
599	5330	3553
600	5340	3545
601	5349	3536
602	5357	3527
603	5366	3518
604	5375	3509
605	5384	3500
606	5392	3491
607	5401	3482
608	5409	3473
609	5418	3464
610	5427	3455
611	5436	3446
612	5445	3437
613	5454	3428
614	5463	3420
615	5472	3411
616	5481	3402
617	5489	3393
618	5498	3384
619	5506	3374
620	5515	3366
621	5524	3357
622	5533	3348
623	5542	3339
624	5551	3330
625	5560	3321
626	5569	3313
627	5577	3304
628	5586	3295
629	5595	3286
630	5604	3277
631	5613	3268
632	5622	3259
633	5631	3251
634	5640	3242
635	5649	3233
636	5658	3224
637	5667	3215
638	5675	3206
639	5684	3197
640	5693	3188
641	5702	3179
642	5710	3170
643	5719	3161
644	5728	3152
645	5736	3143
646	5745	3134
647	5753	3125
648	5762	3116
649	5771	3107
650	5780	3098
651	5788	3089
652	5797	3080
653	5805	3071
654	5814	3062
655	5823	3053
656	5832	3044
657	5840	3035
658	5850	3027
659	5858	3018
660	5867	3009
661	5876	3000
662	5884	2991
663	5893	2982
664	5902	2973
665	5911	2964
666	5919	2955
667	5929	2946
668	5938	2938
669	5947	2929
670	5956	2920
671	5965	2911
672	5974	2902
673	5983	2894
674	5992	2885
675	6001	2876
676	6010	2867
677	6019	2858
678	6028	2850
679	6037	2841
680	6046	2832
681	6055	2823
682	6064	2814
683	6073	2806
684	6082	2797
685	6091	2788
686	6099	2779
687	6108	2770
688	6117	2761
689	6126	2752
690	6135	2743
691	6144	2734
692	6153	2725
693	6162	2716
694	6170	2708
695	6179	2699
696	6188	2690
697	6197	2681
698	6206	2672
699	6215	2663
700	6223	2654
701	6233	2645
702	6242	2637
703	6250	2628
704	6259	2619
705	6268	2610
706	6277	2601
707	6285	2592
708	6294	2583
709	6303	2574
710	6312	2565
711	6320	2556
712	6329	2547
713	6338	2538
714	6346	2529
715	6355	2521
716	6364	2512
717	6373	2503
718	6382	2494
719	6391	2485
720	6399	2476
721	6408	2467
722	6417	2458
723	6426	2449
724	6435	2440
725	6444	2432
726	6453	2423
727	6461	2414
728	6470	2405
729	6479	2396
730	6488	2387
731	6497	2378
732	6505	2369
733	6514	2360
734	6524	2352
735	6533	2343
736	6542	2334
737	6551	2325
738	6560	2317
739	6569	2308
740	6578	2299
741	6587	2290
742	6595	2281
743	6604	2272
744	6613	2263
745	6623	2255
746	6632	2246
747	6641	2237
748	6650	2228
749	6658	2219
750	6667	2210
751	6676	2201
752	6685	2193
753	6694	2184
754	6703	2175
755	6712	2166
756	6721	2157
757	6730	2148
758	6738	2139
759	6747	2130
760	6756	2121
761	6765	2113
762	6774	2104
763	6783	2095
764	6793	2086
765	6802	2077
766	6810	2069
767	6819	2060
768	6829	2051
769	6838	2042
770	6847	2033
771	6856	2024
772	6864	2015
773	6873	2007
774	6882	1998
775	6891	1989
776	6900	1980
777	6908	1971
778	6917	1962
779	6926	1953
780	6935	1944
781	6943	1935
782	6952	1926
783	6961	1918
784	6970	1909
785	6980	1900
786	6989	1891
787	6998	1882
788	7006	1873
789	7015	1864
790	7024	1856
791	7033	1847
792	7042	1838
793	7051	1829
794	7059	1820
795	7068	1811
796	7077	1802
797	7087	1794
798	7096	1785
799	7105	1776
800	7113	1767
801	7122	1758
802	7131	1749
803	7140	1740
804	7149	1731
805	7158	1723
806	7168	1714
807	7177	1705
808	7185	1696
809	7194	1687
810	7203	1678
811	7212	1669
812	7221	1661
813	7230	1652
814	7239	1643
815	7248	1634
816	7257	1625
817	7266	1616
818	7275	1607
819	7283	1598
820	7292	1589
821	7301	1581
822	7310	1572
823	7319	1563
824	7328	1554
825	7337	1545
826	7346	1536
827	7355	1528
828	7364	1519
829	7373	1510
830	7382	1501
831	7391	1492
832	7400	1483
833	7410	1474
834	7420	1466
835	7429	1457
836	7438	1448
837	7447	1439
838	7456	1430
839	7465	1421
840	7474	1413
841	7483	1404
842	7492	1395
843	7501	1386
844	7509	1377
845	7518	1368
846	7527	1359
847	7536	1350
848	7544	1341
849	7553	1332
850	7562	1324
851	7571	1315
852	7579	1306
853	7589	1297
854	7597	1288
855	7606	1279
856	7615	1270
857	7624	1261
858	7634	1253
859	7643	1244
860	7651	1235
861	7661	1226
862	7670	1217
863	7679	1208
864	7688	1199
865	7697	1191
866	7705	1182
867	7715	1173
868	7723	1164
869	7733	1155
870	7742	1146
871	7751	1137
872	7759	1128
873	7768	1119
874	7777	1111
875	7786	1102
876	7795	1093
877	7803	1084
878	7812	1075
879	7821	1066
880	7830	1057
881	7838	1048
882	7848	1039
883	7856	1030
884	7865	1022
885	7874	1013
886	7883	1004
887	7892	995
888	7900	986
889	7909	977
890	7918	968
891	7927	959
892	7936	950
893	7944	942
894	7953	933
895	7962	924
896	7971	915
897	7980	906
898	7989	897
899	7998	888
900	8007	879
901	8016	871
902	8025	862
903	8034	853
904	8044	844
905	8052	835
906	8062	826
907	8070	817
908	8079	808
909	8088	799
910	8097	791
911	8106	782
912	8114	773
913	8124	764
914	8133	755
915	8142	746
916	8151	737
917	8160	728
918	8169	720
919	8178	711
920	8187	702
921	8197	693
922	8205	684
923	8215	675
924	8223	666
925	8232	657
926	8241	649
927	8250	640
928	8259	631
929	8268	622
930	8277	613
931	8285	604
932	8295	595
933	8304	586
934	8313	577
935	8322	569
936	8331	560
937	8339	551
938	8348	542
939	8357	533
940	8366	524
941	8375	515
942	8384	506
943	8393	497
944	8401	488
945	8410	480
946	8419	471
947	8428	462
948	8437	453
949	8446	444
950	8454	435
951	8463	426
952	8472	417
953	8482	408
954	8490	400
955	8499	391
956	8508	382
957	8517	373
958	8526	364
959	8535	355
960	8544	346
961	8553	337
962	8562	328
963	8571	320
964	8580	311
965	8589	302
966	8598	293
967	8607	284
968	8616	275
969	8625	266
970	8634	257
971	8643	248
972	8652	240
973	8661	231
974	8670	222
975	8678	213
976	8687	204
977	8696	195
978	8705	186
979	8714	177
980	8723	168
981	8731	160
982	8740	151
983	8749	142
984	8758	133
985	8767	124
986	8776	115
987	8785	106
988	8794	97
989	8803	88
990	8812	80
991	8821	71
992	8830	62
993	8839	53
994	8849	44
995	8859	35
996	8868	26
997	8877	17
998	8886	8
999	8895	0
